"full_id","num_season","year_2season","num_inactive","start_month_mode_seasonPrim","end_month_mode_seasonPrim","peak_month_mode_seasonPrim","dur_day_mean_seasonPrim","dur_day_median_seasonPrim","amp_mean_seasonPrim","start_month_mode_seasonSec","end_month_mode_seasonSec","peak_month_mode_seasonSec","dur_day_mean_seasonSec","dur_day_median_seasonSec","amp_mean_seasonSec","perc_max","osm_id","rcf_superficie","comm_fkt"
"w667698192",7,2,2,6,2,10,288,194,20.424058718123,12,6,3,202.5,202.5,23.1250595239755,68.1856804746829,667698192,6260.011,"MAROTOKO_AMBATOMITRATRAKA"
"w667698193",7,1,3,3,12,9,279,279,14.4731894534133,12,4,6,468,468,17.7876322880132,82.6417158652944,667698193,3010.565,"MAROTOKO_AMBATOMITRATRAKA"
"w667698197",6,0,0,6,6,10,342,357,18.608755836936,NA,NA,NA,NA,NA,NA,76.1507292179465,667698197,10586.935,"MAROTOKO_AMBATOMITRATRAKA"
"w667698200",5,0,0,6,6,11,377,380.5,21.4324096012016,NA,NA,NA,NA,NA,NA,61.7506735096314,667698200,10475.479,"MAROTOKO_AMBATOMITRATRAKA"
"w667822433",5,0,2,1,6,9,436.5,436.5,21.6276046802758,NA,NA,NA,NA,NA,NA,71.0020731255211,667822433,8088.328,"MAROTOKO_AMBATOMITRATRAKA"
"w667822434",8,1,2,7,6,10,206,196,21.5892341575034,1,6,3,153,153,16.5295291866948,78.1855349267541,667822434,2655.984,"MAROTOKO_AMBATOMITRATRAKA"
"w667822435",6,0,0,6,3,10,358.6,342,21.4054145418335,NA,NA,NA,NA,NA,NA,73.6946334918263,667822435,6383.482,"MAROTOKO_AMBATOMITRATRAKA"
"w667822436",7,1,1,6,6,2,301.2,356,21.927301615082,1,6,3,168,168,16.1490357397697,62.563639048938,667822436,30896.241,"MAROTOKO_AMBATOMITRATRAKA"
"w667822437",6,0,1,4,3,9,339.2,300,27.1780126090417,NA,NA,NA,NA,NA,NA,92.6802805621939,667822437,2930.377,"MAROTOKO_AMBATOMITRATRAKA"
"w667822438",6,0,0,2,2,8,371.4,370,15.9331812341296,NA,NA,NA,NA,NA,NA,101.330164753498,667822438,3837.612,"MAROTOKO_AMBATOMITRATRAKA"
"w667822442",7,1,0,7,7,2,300.2,280,18.0230337258326,1,10,6,278,278,6.53488806289124,89.7448432179225,667822442,2502.596,"MAROTOKO_AMBATOMITRATRAKA"
"w667822444",8,1,2,11,8,5,272,282.5,5.07514330669253,10,6,1,251,251,6.66068051105531,35.2959335527453,667822444,2440.493,"MAROTOKO_AMBATOMITRATRAKA"
"w667824393",6,0,2,6,5,2,368,363,26.3142928827982,NA,NA,NA,NA,NA,NA,81.9343248182501,667824393,5794.502,"MAROTOKO_AMBATOMITRATRAKA"
"w667824394",5,0,1,6,6,1,384,385,31.1253895844474,NA,NA,NA,NA,NA,NA,71.7559693506893,667824394,3923.253,"MAROTOKO_AMBATOMITRATRAKA"
"w667824396",6,0,1,6,6,10,345.75,335.5,25.4041271232509,NA,NA,NA,NA,NA,NA,87.3826436387413,667824396,4531.556,"MAROTOKO_AMBATOMITRATRAKA"
"w667824397",6,0,0,6,6,1,334.8,341,21.9120821132828,NA,NA,NA,NA,NA,NA,80.942386176683,667824397,5362.056,"MAROTOKO_AMBATOMITRATRAKA"
"w667824399",8,3,0,7,12,8,238.4,251,22.1934499453219,12,7,4,192.666666666667,195,16.9863159558636,68.5735308890167,667824399,3743.923,"MAROTOKO_AMBATOMITRATRAKA"
"w667824400",4,0,1,3,5,2,421.333333333333,420,12.7156837597945,NA,NA,NA,NA,NA,NA,65.1451075939939,667824400,4939.443,"MAROTOKO_AMBATOMITRATRAKA"
"w667824402",5,0,0,6,7,2,375.25,380.5,22.3129705139071,NA,NA,NA,NA,NA,NA,52.4009819916806,667824402,30593.249,"MAROTOKO_AMBATOMITRATRAKA"
"w667826502",10,4,0,5,1,10,242.4,230,22.5996747160811,2,6,4,161.75,166.5,15.6433983400601,87.5230137304999,667826502,4120.236,"MAROTOKO_AMBATOMITRATRAKA"
"w667826513",5,0,0,4,6,10,385.75,391,22.3099056890139,NA,NA,NA,NA,NA,NA,73.558619284253,667826513,4292.746,"MAROTOKO_AMBATOMITRATRAKA"
"w667826525",5,0,2,5,6,9,375,377,18.5200451959541,NA,NA,NA,NA,NA,NA,97.5977124953729,667826525,3663.228,"MAROTOKO_AMBATOMITRATRAKA"
"w667826529",7,1,1,6,6,10,333,194.5,22.3219348828102,12,6,3,181,181,23.4725717276037,60.2792123662473,667826529,24192.691,"MAROTOKO_AMBATOMITRATRAKA"
"w667826534",8,0,2,6,6,10,320.8,342,18.7950292659006,NA,NA,NA,NA,NA,NA,63.8030903038813,667826534,28756.527,"MAROTOKO_AMBATOMITRATRAKA"
"w667826540",5,0,0,6,6,3,366.25,355.5,27.2603892505965,NA,NA,NA,NA,NA,NA,83.7988894718601,667826540,14683.211,"MAROTOKO_AMBATOMITRATRAKA"
"w667827666",6,0,0,6,6,10,367,371,12.9655234758656,NA,NA,NA,NA,NA,NA,55.0727494949316,667827666,22201.447,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667827667",7,1,0,4,1,8,316.8,300,21.0561872964284,11,5,2,182,182,12.7191263605717,86.2850387269878,667827667,3880.937,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667827668",7,2,0,7,2,10,298.8,293,26.6206372876179,2,7,4,153,153,10.9576095364882,79.6919403617825,667827668,3528.308,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667827669",5,0,0,6,6,1,370,370,22.577429711454,NA,NA,NA,NA,NA,NA,70.8815201787495,667827669,35137.658,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667827670",6,0,1,6,6,3,305.25,297,14.8096500738215,NA,NA,NA,NA,NA,NA,72.3119737803959,667827670,2905.574,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667827671",8,1,1,6,1,10,281.8,285,29.4887332791913,2,7,4,160,160,8.01616349846734,70.3177068714115,667827671,3794.577,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
"w667827672",6,0,1,7,7,3,330,356,19.6313549072557,NA,NA,NA,NA,NA,NA,90.5366077218819,667827672,2647.839,"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO"
